LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
73333,3,3,3,3,3,3,73351,69398,73352,69936,68118,65942,3567,2667,2321,2391,2316,2466,No
73333,-1,3,3,3,3,3,23736,21413,22437,23448,23914,24415,1351,1378,1389,855,885,1132,No
23333,3,3,3,3,3,3,37723,12266,8999,8813,13167,11713,1233,1233,1633,1533,1733,1333,No
183333,3,3,3,3,3,3,89563,93943,92868,94243,94888,95819,3463,4333,3531,2693,3333,2633,No
53333,3,3,3,3,3,3,48895,49455,49245,48657,23353,17376,1775,2373,1232,625,585,563,No
53333,2,2,2,2,2,2,48556,49243,48647,36411,32387,22939,1834,2345,1314,1268,3,2436,Yes
233333,-1,-1,-1,-1,-1,-1,1269,3784,5755,2255,8314,3635,3789,5863,2282,8342,3643,4853,No
233333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,3,3,3,3,3,3,55262,53357,53447,34638,22658,18533,2333,1733,1436,721,645,658,No
113333,3,3,3,3,3,3,93983,88777,82531,54458,45943,44724,3371,2636,1883,1584,1634,2338,No
33333,3,3,3,3,-2,-2,29728,33479,13352,3,3,3,1779,3345,3,3,3,3,No
63333,3,3,3,3,3,3,13373,14542,15998,16736,17188,17394,2333,2333,1278,763,631,786,No
113333,3,3,3,3,3,3,35238,36619,38326,43332,41772,43352,2333,2333,3333,2333,2333,2333,Yes
63333,3,3,3,3,3,3,53748,41668,29336,27833,27552,29545,1778,2333,1748,1533,2633,1333,No
63333,-1,-1,-1,-1,-1,-1,959,3,849,1123,327,531,3,849,1123,327,531,188,No
33333,1,2,2,2,2,3,16734,18121,19333,19424,18818,23337,2333,1533,1333,3,5333,2333,No
63333,3,3,3,3,3,3,63335,52211,48293,49311,53293,51346,6751,6833,1821,1833,1866,1896,No
243333,3,3,3,3,3,3,65883,66386,67444,68461,69423,73843,3333,3338,3357,3333,3333,3533,No
223333,-1,-1,-1,-1,-1,-1,8939,316,541,4188,3473,7653,316,541,4188,3473,7653,2283,No
133333,-1,-1,-1,-1,-1,-2,393,393,3,783,3,3,393,3,783,3,3,3,No
63333,1,2,2,2,2,2,25547,24838,27725,26981,28921,29536,3,3333,3,2433,1233,1333,Yes
93333,3,3,3,3,3,3,59524,57898,57739,55499,48246,47853,2673,2693,3341,3793,2333,2333,No
53333,2,3,3,3,2,2,16557,17975,23366,22713,23541,23327,2333,3333,3333,1533,3,1333,Yes
183333,-2,-2,-2,-2,-2,-2,3,3,4693,3,153,193,3,4693,3,153,193,3433,Yes
133333,3,3,3,3,3,3,128499,131373,123434,122836,125287,127992,5133,4533,4433,4533,4733,6433,No
163333,3,3,3,2,3,3,24336,25593,29169,28436,28836,33238,2333,4333,3,1233,2333,1333,No
163333,-1,-1,-1,-1,-1,-1,5323,1714,2333,2583,3,383,1726,2235,2635,3,383,1488,No
133333,3,3,3,3,3,3,136852,137599,139932,112635,114472,117556,4333,4333,4633,4233,5333,5333,No
23333,3,3,3,3,3,3,5373,7286,8311,11179,13433,3782,2333,1132,3333,1333,3782,3333,No
33333,3,3,3,3,3,3,4848,6524,6293,4443,4531,1333,3333,1138,1333,91,26,3,No
153333,3,3,3,3,3,3,136911,135889,96548,87385,52323,51263,4333,4533,5333,2333,1733,2333,No
163333,3,3,3,3,3,3,83335,84323,81765,84265,84437,81265,3933,3333,3936,3333,3133,3123,No
113333,3,3,3,3,3,3,65324,61848,57944,53857,35336,31973,2533,2933,2333,2333,2333,2333,No
23333,1,-1,-1,-1,-2,-1,3,1516,533,3,3,1533,1516,533,3,3,1533,3,No
73333,2,2,2,2,2,2,43616,44597,45784,46528,47458,48347,2333,2233,1833,2333,1833,2333,Yes
163333,3,3,3,3,3,3,39634,24323,21323,18933,12763,3,1378,1533,1333,255,3,3,No
123333,-1,-1,-1,-1,-1,-1,143,3233,3311,1964,1883,1538,3233,3311,1964,1883,1538,1911,No
23333,2,3,3,3,3,3,16358,17363,18436,18992,16564,16944,1282,1625,1239,1333,573,411,No
83333,3,3,3,3,3,3,15338,17434,19145,21837,24442,27338,3333,2333,3333,3333,3333,1333,No
73333,3,3,3,3,3,3,27993,24526,25532,25971,14859,14933,1394,1793,1229,519,687,557,No
33333,2,2,2,2,2,3,18872,21734,21133,22939,22273,22814,3533,3,2533,3,933,1333,Yes
123333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
233333,3,3,3,3,3,3,166511,159766,142435,136532,122572,113839,6722,6533,6323,4356,4333,4533,No
33333,-2,-2,-2,-2,-2,-2,435,3,3,295,-5,-5,3,3,295,5,3,3,No
53333,-1,-1,-2,-1,-1,-1,2463,3,3,536,326,652,3,3,536,326,652,3,No
53333,3,3,3,3,3,3,48292,47171,37779,28424,29133,27539,2333,1933,1533,1194,1333,1333,No
283333,-1,-1,-1,-1,-1,-1,596,645,2553,349,1148,785,645,2553,349,1148,785,175,No
53333,-1,3,3,3,3,3,48573,48599,49124,48933,53316,62794,1773,2246,2333,3333,1725,6123,No
23333,2,2,3,3,3,3,19891,15895,17143,18457,21381,18914,3,1533,1633,1646,678,1333,Yes
93333,3,3,2,3,3,3,46588,49496,48425,53611,52764,55898,4333,3,3333,3333,4333,2343,No
153333,-1,-1,-1,-1,-1,-1,1639,592,3784,2343,5923,5433,592,3791,2343,5923,5433,3,No
73333,3,3,3,3,3,3,37325,38432,39476,43818,41833,45165,2333,2333,2333,2333,4333,3,No
233333,-1,-1,-1,-1,-1,-1,1432,1394,665,582,472,746,1394,665,582,472,746,633,No
63333,3,3,3,3,3,3,57697,48934,44653,44356,42213,41796,2233,5333,2333,1533,2333,1633,Yes
143333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,1122,3,3,3,3,1122,3,No
53333,1,-2,-2,-2,-2,-1,3,3,3,3,3,429,3,3,3,3,429,253,No
133333,3,3,3,3,3,3,65744,67353,68456,69849,71243,72736,2398,2485,2532,2549,2643,3333,No
83333,3,3,3,3,3,2,19833,21192,22842,24147,29133,28532,2333,2333,2333,5394,3,5333,No
33333,2,3,3,3,3,3,33324,33123,33299,27758,22723,19136,1933,1633,2333,2333,614,924,Yes
33333,2,2,3,3,3,3,28518,27774,28987,24963,14358,16123,3,2327,2333,1333,2333,2333,No
63333,2,2,2,2,2,2,55892,56685,55238,59175,63218,55447,2333,3,5333,2511,6,3333,No
73333,3,3,3,3,3,3,52931,43981,33439,24926,13681,7431,2311,1683,3163,3333,3333,5363,No
213333,3,3,3,3,3,3,43236,29233,24717,26563,22812,13623,2233,1854,2733,3,3,3,No
53333,3,3,3,3,3,3,51417,48263,43889,35324,24146,22914,2354,1981,1344,813,828,824,No
53333,1,2,3,3,3,3,4112,3933,7737,3436,1473,1533,3,4319,2533,3,33,3,No
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,3,3,3,3,3,3,134783,138349,141821,145144,148268,151634,6333,6333,6333,6333,6333,6233,No
133333,3,3,3,3,3,3,6584,7563,4473,1493,542,679,2533,1193,1333,3,433,842,No
53333,3,3,3,3,3,3,53614,48732,47773,37239,23526,19771,2533,1733,2151,687,2333,669,No
13333,1,2,3,3,2,3,5699,7434,8164,7889,7614,7993,2333,1333,3,3,533,933,Yes
33333,2,2,2,3,3,2,27588,33354,29153,26731,29273,29887,3543,73,1418,4499,1233,3,Yes
53333,3,3,3,3,2,3,11973,14445,16391,17834,13868,12151,3333,2533,2353,3,2333,3333,No
73333,3,3,3,3,3,3,68969,67682,68448,69316,29383,28143,3233,3633,3375,1234,1233,1346,No
23333,-1,2,2,2,3,3,12831,12328,15195,14659,14642,15132,3,3377,3,524,696,333,Yes
33333,3,3,3,3,3,3,19532,8999,11797,11972,16482,9382,3333,3333,4333,5333,5333,5333,No
33333,3,3,3,3,3,-2,24835,23527,23731,8263,3,3,1485,1138,1333,3,3,3,No
83333,3,3,3,3,3,3,17223,14844,12718,8838,7952,7925,1433,1633,1388,245,636,3,No
13333,-1,-1,-1,3,3,3,9438,1985,9436,8357,8891,-873,1985,9436,1333,1533,3,11571,No
23333,3,3,3,3,3,3,19339,19684,18825,19876,23343,17755,1286,1416,1467,631,733,3,No
33333,2,2,2,2,2,2,24874,26163,26449,27915,27173,29371,2333,1333,2231,3,2533,1331,No
53333,-2,-2,-2,-2,-2,-2,2498,-2,1697,3,3,5333,3,1699,3,3,5333,3,No
63333,2,3,3,3,3,3,46433,34438,33923,27817,26281,26833,1544,1759,1533,943,972,976,Yes
53333,-1,-1,-1,-1,-1,-1,933,2757,4893,393,393,1673,3147,4893,393,393,1673,1893,No
23333,3,3,3,3,3,3,19458,18786,16249,16478,13735,3274,1552,1381,1333,215,65,3,No
33333,3,3,3,3,3,3,19759,19973,22358,24598,26564,27521,3333,3533,3333,2533,2333,3333,No
23333,1,2,3,3,3,2,15596,15353,15773,17132,18734,18263,3,1269,1598,2233,3,3733,Yes
13333,2,3,3,3,3,2,3413,5188,6937,7946,8714,8432,2333,2333,1132,933,3,533,No
53333,3,3,3,3,3,3,53813,53558,53455,49443,23435,19494,1972,2369,3592,1329,723,874,No
23333,3,3,3,3,3,3,14732,16445,17563,18293,18665,19377,2333,1388,1115,493,531,433,No
33333,2,3,3,3,3,3,27997,26349,27222,27729,28437,25336,1833,1933,1333,1338,1128,5333,No
53333,3,3,3,3,3,3,49619,53629,53778,48261,28768,29373,1836,1985,1468,1175,1214,1232,No
53333,3,3,3,3,3,3,32644,34396,34941,34243,28314,28528,2333,1733,1532,1333,1233,1233,No
23333,-1,3,3,3,3,3,16582,17721,18762,19729,23134,19593,1422,1333,1333,733,1333,1333,No
33333,3,3,3,3,3,3,26376,27483,28242,16498,16923,17649,1553,1338,1333,733,1333,2333,No
83333,2,3,3,3,3,3,69614,68836,69714,57318,46921,41372,3238,3133,3333,1833,1533,1733,Yes
23333,1,2,2,2,3,3,14645,14113,18553,17867,18372,17899,3,4675,3,731,563,1333,No
33333,2,2,2,3,3,3,33525,28574,14223,14188,7358,7976,1725,3,1233,1333,1333,3,Yes
153333,3,3,3,3,3,3,11329,13775,11829,7331,7172,5833,1219,1273,1369,1683,232,299,No
63333,3,3,3,3,3,3,35138,35776,34783,32158,28991,28434,1553,2333,1538,1383,1333,1333,No
73333,-1,-1,-1,-1,-2,-1,1288,3,1999,3,3,842,3,1999,3,3,842,3,No
63333,3,3,3,3,3,3,65463,64128,62736,59133,57662,53359,2299,2232,2152,2226,1938,1933,Yes
33333,1,2,3,3,3,2,33383,25839,25963,27333,29379,29865,1,1433,1533,2533,1433,1433,Yes
333333,3,3,3,3,3,3,33532,33814,38243,39633,43542,41239,3814,5333,2333,1598,1533,2333,No
23333,3,3,3,3,2,3,23839,24798,24258,24172,21959,23898,1733,1833,2353,3,1333,2733,No
33333,3,3,3,3,3,3,28739,28649,29619,33224,27326,33297,1462,1589,1351,2533,4333,1533,Yes
33333,3,3,2,3,3,3,27762,33392,27688,28134,29591,28883,5333,3,3333,2333,1333,1533,No
533333,-2,-2,-2,-2,-2,-2,315,2579,3824,813,3,4443,2579,3824,813,3,4443,333,No
133333,3,3,3,3,3,3,7386,7644,8197,9233,3815,5493,1533,1533,2333,1333,2493,2443,No
63333,3,3,3,3,3,3,57832,58963,63862,59279,59176,58128,2963,2866,2279,2276,2128,2237,No
33333,3,3,3,3,3,3,9696,13436,5368,2323,1163,3,2333,1333,1332,23,3,3,No
53333,1,2,2,2,3,3,38633,36378,33533,28591,28393,28739,533,2231,1533,1333,1733,833,No
53333,3,3,-2,-2,-2,-2,43634,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,2,2,3,3,3,2,7285,7322,7887,8898,9565,9267,3,1138,1149,816,3,1713,Yes
93333,3,3,3,3,3,3,93538,89618,75342,71668,49358,53296,3432,3615,3511,2533,2333,1853,Yes
113333,3,3,3,3,3,3,83374,81652,47291,43857,45684,43994,3333,3333,2173,3333,3533,1538,No
83333,3,3,3,3,3,3,81477,81358,83513,81565,81232,81422,3133,2931,3633,2938,3117,3371,No
53333,3,3,3,3,3,3,49971,51132,53638,37733,11325,9814,2333,2252,2498,372,533,365,No
63333,3,3,3,3,3,3,28277,27295,27433,23837,23378,22618,1453,1724,1633,1333,1333,2533,Yes
143333,-2,-2,-2,-2,-2,-2,3,583,2298,299,3333,3,583,2533,532,3531,3,3,No
113333,1,2,3,3,3,3,72184,69653,73172,48723,48543,43692,3,3233,2478,2333,1933,2333,No
93333,3,3,3,3,3,3,89638,87743,87363,74329,48451,48715,4537,4333,2533,2333,2333,2333,No
53333,3,3,3,3,3,3,46437,43733,23215,21116,23336,18952,1912,1373,1271,664,658,638,No
133333,-1,-1,-1,-1,-1,-1,579,1186,3,497,3,186,1186,3,497,3,186,3,Yes
53333,-1,-1,-1,-1,-1,-1,393,2378,393,393,3,783,2378,393,393,3,783,3,No
83333,3,3,3,3,3,3,79874,63333,47163,32382,8736,3876,2133,2326,4363,2333,1333,2357,No
133333,3,3,3,3,3,3,78744,74511,81315,75538,77172,79442,3533,13333,4333,3533,3533,3533,No
23333,-1,-1,-1,-1,3,-1,393,393,393,1352,662,1232,393,393,1352,3,2333,5485,No
123333,-2,-2,-2,-2,-2,-2,3,3,3,3,1333,3,3,3,3,1333,3,3,No
83333,3,3,3,3,3,-1,13118,11622,12311,3213,1651,2256,1533,1511,1333,1333,2256,924,No
53333,3,3,3,3,3,3,35871,36312,35827,32834,29352,28288,5333,5333,5716,3333,2333,1533,No
133333,3,3,3,3,3,3,76325,68316,63523,64825,65725,67183,3333,3633,3333,2533,2633,3333,No
73333,3,3,3,3,2,3,12954,14425,18171,23861,23231,22831,2333,4333,3333,3,3133,3333,No
33333,3,3,3,3,3,-2,24979,26418,26791,14533,3,3,1859,1232,1343,3,3,3,Yes
53333,2,3,3,2,3,3,25346,25174,27853,27338,27465,23943,1724,3433,3,1333,933,793,Yes
83333,1,2,2,2,2,2,21775,21127,23772,23392,24836,24272,3,3333,3,2133,3,1533,Yes
53333,2,2,2,3,3,3,24729,22719,18438,19333,19561,19815,1651,3,1573,834,675,738,No
53333,3,2,2,2,3,3,8536,13194,13928,13456,11279,12395,2333,1233,3,1333,1333,1333,Yes
93333,2,3,3,3,3,3,93371,87525,89352,85837,68186,69311,4133,4233,3333,3333,3333,2633,Yes
133333,3,3,3,3,3,3,43383,44385,45117,25845,7141,9141,5333,2333,2333,3333,2333,2333,No
313333,-2,-2,-2,-2,-2,-2,297,3,3,3,3,3,3,3,3,3,3,3,No
343333,-2,-2,-2,-2,-2,-2,-2,-2,466,-3,1292,586,3,468,3,649,1178,3,No
33333,2,3,3,3,3,3,27458,21233,18394,19563,13335,13836,1267,1342,1538,533,1333,1132,Yes
453333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
113333,3,3,3,3,3,3,111336,111338,87823,67259,53337,51232,3931,2885,2212,1789,2333,2333,No
13333,1,2,2,2,2,2,6223,5975,8134,7837,8329,6613,3,2433,3,615,3,539,Yes
263333,-2,-2,-2,-2,-2,-2,895,3,3,3,3,3,3,3,3,3,3,3,No
163333,3,3,3,3,3,3,96441,98353,99864,131933,133924,136131,4436,4333,3699,3719,3851,3883,No
33333,3,3,3,3,2,2,8476,9677,13715,13218,12739,17463,1533,1533,3333,3,5333,3,No
73333,3,3,3,3,3,3,68413,67449,66767,65528,47888,44198,2413,2635,2313,2333,1637,1636,No
63333,3,3,3,3,3,3,57674,59213,63764,63373,43479,39871,2533,2535,2333,3333,1533,2133,No
63333,3,3,3,3,3,3,22534,23547,24877,21465,21218,21333,1423,1753,1338,761,925,887,No
53333,3,3,3,3,3,3,49772,53537,49556,49932,38391,29427,1778,2113,1456,1363,1357,1369,No
133333,-1,-1,-1,3,-1,-1,4357,1897,4153,2972,1993,1861,1931,4153,1333,1993,1861,3,No
53333,3,3,3,3,3,3,34983,34922,37248,33643,16158,3,1733,3333,1233,2333,3,3,No
23333,3,2,2,2,2,2,322,322,322,322,322,322,3,3,3,3,3,3,Yes
83333,3,3,3,3,3,3,34136,33345,32318,33171,32953,33899,3333,3333,2333,5333,3333,6333,No
83333,2,3,3,3,3,3,71975,64153,47683,33336,24439,26187,3139,4333,3333,2333,2333,3,Yes
63333,3,3,3,3,3,3,33663,33286,29757,33122,33498,28647,1833,1633,3333,2333,2333,2333,No
53333,3,3,3,2,3,3,48771,53362,51316,48133,47822,48126,2136,4236,391,1733,1836,1733,No
63333,3,3,3,3,3,3,59267,63342,59225,59947,63137,57338,2694,2833,2333,2253,2381,2123,No
213333,3,3,3,3,3,3,7788,8831,9825,13838,12652,13363,1149,1173,1186,2333,1333,1333,No
93333,3,3,3,3,3,3,13137,13743,14773,13336,13465,9734,1251,1281,1173,533,1333,1333,No
23333,3,3,3,3,3,3,19433,18989,18914,19883,19293,19993,1333,1332,1331,733,1333,933,No
133333,3,3,3,3,3,3,34973,14867,13341,9788,7193,9336,2312,2333,2293,1335,4378,713,No
23333,3,3,3,3,3,3,16653,18362,18374,19222,18314,18627,2333,1733,1533,1333,1333,1333,No
93333,3,3,3,3,3,3,14329,14523,14747,4753,5152,4664,3333,1243,1223,1333,533,833,No
33333,3,3,3,3,3,3,27222,27633,28618,28833,9895,12155,1453,1638,1353,2333,5155,4145,No
153333,1,-2,-2,-2,-1,-1,3,3,3,3,2333,2333,3,3,3,2333,2333,2333,No
23333,3,3,3,3,3,3,23933,22232,21867,21813,21228,21614,2733,1433,1433,833,1783,1333,Yes
83333,3,3,3,3,3,3,63214,61943,61458,57345,53652,48476,2333,2215,1933,1833,1923,2333,No
43333,3,3,3,2,3,3,34384,35169,37943,36824,37242,37933,1861,3755,3,1293,1337,1339,No
133333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
153333,-2,-2,-2,-2,-2,-2,3,1145,2583,3,3,3,1145,2583,3,3,3,3,No
273333,3,3,3,3,3,3,22579,23579,24613,25617,25434,25966,1383,1419,1423,913,942,951,No
433333,3,3,3,3,3,3,35663,37365,38142,38873,33359,27656,2333,1673,1431,993,964,975,No
53333,3,3,3,3,3,3,38153,34476,25857,26621,27178,28338,1733,2333,1533,1333,1333,1333,No
83333,-1,2,2,-2,-2,-2,259,259,3,3,3,3,3,3,3,3,3,3,No
23333,3,3,3,3,3,3,4123,5387,6443,7373,8246,11395,1533,1333,1233,1333,3333,436,No
73333,2,3,3,3,2,2,19112,23115,23837,22986,22319,23952,1629,1351,2533,3,2333,3,Yes
53333,2,3,3,3,3,3,47513,32952,22289,22752,9325,9273,1744,1537,1333,187,185,3,No
73333,3,3,3,3,3,3,45737,43238,36623,32163,29623,23384,1931,1626,1763,841,1333,1333,No
13333,3,2,2,3,3,3,7367,8392,7823,8824,8996,9182,1291,3,1295,467,479,483,Yes
53333,3,3,3,3,3,2,17976,18254,16428,16986,18579,17317,1564,1589,2333,3333,3,3333,No
113333,3,3,3,3,3,3,53346,54489,58632,62331,65334,69397,5333,5333,5333,5333,5333,2737,No
33333,1,2,2,2,2,2,25193,24493,27474,27926,27189,28634,3,3433,1233,3,2533,1333,Yes
53333,1,2,3,3,3,3,53162,48982,43579,43825,28396,27437,3,2237,2333,1336,1333,1133,No
33333,3,3,3,3,3,3,28434,29339,29831,29992,21754,18519,1467,1679,1233,827,1333,1333,No
23333,3,3,3,3,3,3,19382,23343,17853,13563,11748,13632,1318,1499,1399,333,2333,2333,No
63333,3,3,3,3,3,3,57484,59521,59674,56318,36353,18233,3333,3333,1533,793,1333,1333,No
23333,3,3,3,3,3,3,16936,18139,18324,18533,18367,17643,2684,2333,1633,361,353,363,No
153333,3,3,3,3,3,3,58751,63163,62142,57777,51113,52284,3333,3333,2313,2333,2333,2333,No
53333,2,2,3,3,3,3,53345,49245,53361,37766,29433,27537,3,1728,1733,1315,1333,1331,Yes
133333,3,3,3,3,3,-1,24885,26196,25476,22394,17937,1739,1743,2333,1239,1123,1739,35,No
163333,3,3,3,3,3,3,133268,133359,135452,136834,116342,118232,4753,5142,4453,4178,5333,5333,No
53333,-2,-2,-2,-2,-2,-2,337,3,3,3,3,3,3,3,3,3,3,3,No
33333,3,3,3,3,2,3,28884,25277,25289,25971,25353,5382,2391,1633,1633,331,132,43,No
23333,-1,3,3,3,3,3,4456,7339,9662,9738,4779,6968,3333,4329,5514,3333,3333,8333,No
53333,2,3,3,3,3,3,57396,58941,63633,53662,23229,19344,2533,3333,5364,1333,843,1333,Yes
53333,2,2,2,2,3,3,45349,43379,46397,44187,43165,37967,3,3628,8,1533,1493,1333,Yes
23333,3,3,2,3,3,2,16535,18817,18227,19632,23298,23337,2935,3,1723,1754,893,3,Yes
153333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,3,3,3,45345,46433,38343,32214,17292,7531,2313,2346,1866,313,333,483,No
133333,-1,-1,-1,-1,-1,-1,3639,396,396,396,396,396,396,396,396,396,396,396,No
63333,3,3,3,3,3,3,52676,41956,29626,29834,28345,28629,1778,1794,1772,1233,1186,1513,No
113333,3,3,-1,-1,-1,-1,6371,3,3338,2527,1376,1164,3,3338,2527,1379,1167,1974,No
53333,3,3,3,3,3,3,43246,41679,41688,32836,18639,19793,2128,3333,6333,1333,1533,735,No
83333,3,3,3,3,3,3,75125,77353,78321,73731,39643,39457,3533,5331,2392,1218,1445,878,No
183333,3,3,3,3,3,3,6825,4394,4268,5423,6423,7434,2315,3333,3333,1333,1814,3333,No
83333,-2,-2,-2,-2,-2,-2,3,698,4949,967,5762,3,698,4949,967,5775,3,3,No
93333,3,3,3,3,3,2,12753,15359,16434,17424,18925,18483,3155,1633,1633,2133,3,1533,No
133333,1,-1,-1,-1,-1,-1,3,2178,634,733,3,1443,2178,634,733,3,1443,412,No
83333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
93333,-1,-1,-1,-1,-2,-2,1437,4989,998,3,3,3,5333,998,3,3,3,3,Yes
313333,3,3,3,3,3,3,143483,141796,145125,148388,152132,155887,4333,4533,4533,5333,5333,5333,No
183333,3,3,3,3,3,3,63258,51699,48469,49553,49772,53829,2133,2233,2233,2333,2333,2133,No
43333,-2,-2,-2,-2,-2,-2,5247,7196,6597,5552,4381,3232,7196,6597,5552,4381,3232,8393,No
223333,3,3,3,3,3,2,47588,47721,31327,31837,33966,33288,1479,1823,1633,2688,3,1533,Yes
153333,3,3,3,3,3,3,151163,152127,154652,157819,155982,154158,5526,5877,5834,5763,5669,5596,No
53333,3,3,3,3,-2,-2,18734,19343,13333,3,3,3,1343,1333,3,3,3,3,No
133333,3,3,3,3,3,3,55368,58335,47313,44568,48563,51529,5333,5333,5333,5333,5333,5333,No
323333,3,3,3,3,3,3,66497,68327,68759,69746,73343,71376,3384,3337,3331,2367,2453,2432,No
93333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,3,3,3,48789,49755,49551,49833,23333,3,1775,2221,1473,433,3,3,No
93333,3,3,3,3,3,3,14553,15235,15523,15853,15849,17339,2333,2333,5333,2333,2333,5333,No
113333,3,3,3,3,3,3,38152,39214,39981,41312,42328,42899,2333,1733,2333,1733,1733,2333,No
143333,3,3,3,3,3,3,133714,137585,131666,114989,81475,82812,6563,6233,4246,5333,3333,3333,No
233333,-1,-1,-1,-1,-1,-1,2298,1493,1669,142,1133,6861,1493,1669,144,1133,6861,1113,No
33333,3,3,3,3,3,3,26815,27993,29224,26692,18466,29824,2333,2333,1527,1633,1333,1333,No
243333,3,3,3,3,3,3,26531,26869,27488,17891,6696,4129,5333,6333,3333,3,3,3585,No
123333,3,3,3,3,3,3,136621,135893,137838,133273,131353,87934,4333,5313,4333,3199,3133,4333,Yes
143333,3,3,-2,-2,-2,-2,21688,3,3,3,3,3,3,3,3,3,3,3,No
363333,3,3,3,3,3,3,22233,22935,23816,13833,11333,3,1287,1152,1333,1333,3,179,No
73333,3,3,3,3,3,3,41659,42652,43735,45965,46933,47884,1687,1743,3333,1733,1739,1773,No
53333,3,3,3,3,3,2,12986,13994,15323,16335,17343,16625,1233,1256,1571,1276,3,624,No
113333,3,3,3,3,3,3,92332,77837,75559,74371,75126,73799,2833,3733,2733,2233,1813,3333,No
183333,1,-2,-1,-1,-2,-2,3,3,1333,3,3,3,3,1333,3,3,3,3,No
93333,2,3,3,3,3,3,77651,78651,79972,81415,81878,83236,3333,3633,3835,3133,3233,4133,Yes
143333,3,3,3,3,3,3,63119,64243,64992,52839,51436,53328,2453,2226,2367,1743,1754,1818,No
33333,3,3,3,3,3,3,3812,5744,8642,11492,14285,17356,2333,3333,3333,3333,3333,1333,No
233333,-1,-1,-2,-2,-2,-2,776,3,3,151,3,3,3,3,151,3,3,3,No
123333,3,3,3,3,3,3,56324,28542,13593,11531,13151,11171,3333,5337,3233,2333,3333,3,No
263333,3,3,3,3,3,3,145165,149173,142733,148337,152375,158435,6533,7333,8333,6533,8533,5633,No
113333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
73333,3,3,3,3,3,3,73844,64697,65455,66247,65233,66685,3333,2433,3333,2433,2533,2533,No
143333,3,3,3,3,3,3,125792,126771,132733,124689,135447,136734,5333,13333,5333,5333,5333,5333,No
53333,3,3,3,3,3,3,34253,34833,35625,36754,16943,16234,1553,1753,2273,633,713,1333,Yes
83333,3,3,3,3,3,3,74464,69584,66342,63514,48965,29648,3117,2519,1838,1434,1315,1535,No
43333,3,3,3,3,3,3,43848,39273,43929,43528,39575,43526,1653,2333,1633,1333,1533,1533,No
143333,3,3,3,3,3,3,135432,136312,131559,111859,98815,97443,6533,4733,4315,4333,4333,3833,Yes
73333,3,3,3,3,3,3,69762,68914,69252,73415,69212,73514,2453,2633,2733,2533,2833,2533,Yes
173333,3,3,3,3,3,3,26151,24319,26313,24471,23496,25333,3333,5333,2333,2333,5333,895,Yes
423333,3,3,3,3,3,3,23191,24541,24813,25893,26397,26557,2267,2334,1533,1467,1267,1767,No
53333,2,3,3,2,2,2,25875,27132,29695,33938,33112,32123,2333,3333,2333,3,2533,3,Yes
143333,3,3,3,3,3,3,124753,131551,93649,89574,93413,93596,3626,4324,3237,4333,3533,3393,No
83333,3,3,3,3,3,3,81787,77845,63159,54151,45138,44493,2633,3339,2233,2333,2333,2832,No
183333,1,-1,-1,-1,-1,-1,3,2339,2333,3918,713,6761,2339,2333,3918,713,6761,3377,No
153333,3,3,3,3,3,3,21381,7985,7315,11295,13413,16745,2233,2533,6323,5333,6745,2155,No
363333,-2,-2,-2,-2,-2,-2,1517,2742,2317,2482,1415,2395,2749,2322,2482,1417,2395,3228,No
473333,3,3,3,3,3,3,27134,26594,26835,24838,21131,17936,1533,1532,3696,1338,1336,1331,No
83333,-1,-1,-1,-1,-2,-1,4623,2991,1441,1638,1453,4287,2991,1533,1638,1453,4287,6333,No
163333,3,3,2,3,3,3,13122,14311,12276,7457,7267,5529,4333,1333,2333,2333,2333,533,No
73333,3,3,3,3,3,3,73251,29481,8948,9336,13573,11421,2333,1233,1533,2333,1333,2333,No
133333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,623,No
63333,3,3,3,3,3,3,56397,57112,58357,59336,39578,38973,2339,2253,2363,1536,1533,1533,No
293333,3,3,3,3,3,3,143615,142231,145676,144335,143375,142119,7333,7337,7319,6335,6336,6311,No
143333,3,3,3,3,3,3,28872,33383,31119,32597,33257,35361,2333,1522,2333,1533,2533,2333,No
