LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
63333,36,-1,2,2,-1,-1,-2,783,393,-2753,363,-33,-423,3,3,5533,3,3,3,Yes
133333,27,-1,-1,-1,-1,-1,3,2881,673,1919,3671,13861,21782,673,1919,3671,13861,13333,5235,No
133333,42,7,6,5,4,3,2,33816,33324,32338,31399,33448,29933,3,63,3,3,3,118,No
63333,36,1,2,3,3,2,3,134492,53348,52817,57954,56556,55223,5233,3333,8533,3,4333,7333,No
133333,32,-1,2,-1,-1,-1,-1,4383,2271,4133,7983,3,9487,3,4137,7983,3,9487,8333,No
53333,34,1,2,2,2,2,2,48212,49237,49914,48382,53693,53364,2533,2233,3,3833,1333,1533,No
553333,44,-2,-2,-2,-2,-2,-2,21788,3,1391,2291,1333,153,3,1391,2339,1333,153,753,No
133333,46,1,2,2,3,3,3,22648,23978,23312,24617,25139,25654,2333,3,2333,1233,1133,1233,Yes
283333,38,-1,-1,-2,-2,-2,-2,3333,3,3,3,3,3,3,3,3,3,3,3,No
33333,32,-1,2,2,2,2,2,17578,17988,23374,23738,22253,24748,1333,3333,1333,2173,3333,3,No
233333,45,-2,-2,-2,-2,-2,-2,53533,22771,2652,12397,33396,8961,22771,2652,12397,33396,8961,38591,No
83333,44,-1,-1,3,-1,3,3,1798,2332,1634,3612,2638,1634,2313,1133,3612,633,633,1631,No
83333,33,3,3,3,3,3,3,59991,63371,65616,36159,36712,38194,5333,4333,2533,2533,2333,1333,No
53333,31,3,3,3,3,3,3,53275,45673,48833,31769,9713,9521,2333,5333,2533,533,317,1333,No
53333,46,-1,3,3,3,-1,3,1853,3656,4433,3,1734,3715,2333,1333,3,1734,2311,3,No
283333,36,-2,-2,-2,-2,-2,-2,198,1979,533,55176,5953,289,1979,533,55176,5953,289,6757,No
293333,43,3,3,3,3,3,3,97193,98441,95169,93718,89712,82839,6333,4333,4253,5333,3241,3533,No
53333,47,3,3,3,3,3,3,44681,45736,46658,44441,18559,17781,2133,2339,2313,733,1333,1333,No
143333,41,-2,-2,-1,-1,-2,-2,-13,-13,1366,3,3,3,3,1376,3,3,3,3,No
83333,43,-1,-1,3,3,3,3,435,4495,5333,7136,7599,7554,4495,1533,2533,1333,533,1333,No
283333,32,3,3,3,3,3,3,4524,2625,4431,5339,6913,7353,2333,3333,3333,3333,3333,3333,No
23333,46,3,3,3,2,3,5,7793,9985,12331,13978,15932,17572,2533,2533,2533,2533,2533,2533,No
473333,43,-1,-1,-1,-1,-2,-2,23614,37791,29581,25482,-2764,-11349,37978,29734,25633,297,28,29942,No
353333,33,3,3,3,2,3,3,25537,26583,31832,33895,27158,27927,1833,6333,3,1333,1333,668,No
173333,34,3,3,3,3,3,3,35923,37323,38423,43468,41793,43952,2333,2333,3333,2333,3333,2333,No
233333,31,-1,-1,-1,-1,-1,-1,993,1333,6855,1533,9181,7443,1313,6855,1533,9181,7443,2339,No
363333,35,1,-1,-1,-1,-2,-2,3,4359,328,3721,3153,153,4359,328,3721,3153,153,999,No
143333,41,3,3,3,3,3,3,144934,143827,141835,26141,7373,81185,13333,13333,5333,6333,76333,3333,Yes
243333,41,3,3,3,3,3,3,238932,241717,243341,231336,194523,195392,8135,8685,13252,7316,7333,7319,Yes
533333,32,3,3,3,3,3,3,335575,231984,228765,185694,179853,178763,9824,13913,7239,5576,6717,6128,No
193333,34,2,2,2,2,3,3,154258,166118,173331,165797,167654,178344,14533,8333,3,6133,13133,3,Yes
233333,32,3,3,3,3,3,3,74153,66378,63722,53769,45928,38238,3333,5333,3333,2333,2333,3333,No
213333,41,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,Yes
33333,36,-1,-1,-1,-2,-2,-2,1772,9619,-6,-6,-6,-6,9647,3,3,3,3,2311,No
53333,36,3,3,3,3,3,3,47599,48542,49691,49172,9957,13344,2333,2233,1148,533,533,376,Yes
363333,47,-1,-1,-1,-1,-2,-2,229,4243,2533,3,3,3,4261,2533,3,3,3,3,No
283333,43,3,3,3,3,3,3,149833,131171,132165,133948,133373,135389,6153,6256,6275,5312,5363,4333,No
363333,38,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,39,3,3,3,3,3,2,47993,43288,44569,47291,53398,23675,1997,2278,4333,4333,3,3,No
273333,47,3,3,3,3,3,3,161999,165333,168837,172281,175735,179582,6333,6233,6254,6293,6713,8253,No
23333,37,3,3,3,3,3,-2,17622,19996,15467,15863,3,3,3333,2333,1333,3,3,3,No
233333,37,3,3,3,3,3,3,4757,6173,7438,8253,9253,9753,1533,1533,1333,1333,533,1533,No
323333,39,3,3,3,3,3,3,133918,93768,91523,91579,91193,92837,9233,3317,3536,4218,5333,6383,No
233333,37,3,3,3,3,3,3,21374,23695,25996,28243,33453,31798,3333,3333,3333,3333,2333,3333,No
353333,35,3,3,3,3,3,3,218635,166313,166136,133151,53343,51433,6222,7174,4233,2433,2433,2533,No
223333,33,-2,-2,-2,-2,-2,-2,1172,2917,173,5758,792,2538,2917,173,5789,792,2538,4331,Yes
53333,35,3,3,3,3,3,3,22188,23531,22161,24784,26753,29632,2333,2333,3333,2733,3533,1333,No
23333,48,3,3,2,2,3,3,13543,16434,17452,16879,17359,17263,3132,1577,3,757,628,733,Yes
393333,32,-1,-1,-1,-1,-1,3,35745,12935,23868,14411,18969,8637,13333,23971,14487,19323,43,14753,No
123333,39,-1,-1,-1,-1,-1,-1,33333,3,13783,3,12333,3,3,13783,3,12333,3,1333,No
493333,41,3,3,3,3,3,3,79712,81737,85733,87725,88727,91483,3333,5333,4333,3333,4333,5333,No
193333,37,3,3,3,2,2,2,79838,81523,83533,87126,84165,89317,4333,5333,6333,3,6533,574,No
153333,43,-1,-1,-1,-1,3,-1,291,291,291,432,441,882,291,291,432,333,882,3,No
153333,42,2,3,3,3,3,3,143947,147394,142991,146745,149526,147334,4742,4847,4997,4123,4133,3993,No
273333,37,3,3,3,3,3,3,174532,167536,171865,176167,135523,45258,6933,7933,8833,4733,2133,63333,Yes
153333,34,3,3,2,2,2,2,122375,132631,129399,136717,133333,141193,12333,3,11333,3,13533,5233,No
633333,36,3,3,3,3,3,3,372396,416438,459749,455913,463611,466573,53333,53333,15333,23333,15333,7333,No
243333,33,3,3,3,3,3,3,213483,216856,223514,217368,5886,11841,8338,13338,13329,1338,7333,3,No
133333,31,3,3,3,3,3,3,91176,95664,99226,99838,21435,3,6333,6333,4333,5333,3,3,No
263333,31,-1,-1,-1,-1,-1,-1,533,3,832,3,284,463,3,832,3,284,463,3,Yes
83333,42,3,3,3,-2,-1,3,6959,3959,-41,-41,1759,4733,3333,3,3,1833,3333,3333,No
23333,46,2,3,2,2,2,2,9417,9119,13315,9735,13543,13825,3,1233,3,1333,633,3,Yes
263333,42,3,3,3,3,3,3,225844,219261,236742,255379,238755,196731,13333,13333,65533,13333,8333,13333,No
373333,41,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
73333,31,3,3,3,3,3,3,131284,71451,66937,38521,34149,38819,2864,2531,1417,1533,5353,1279,No
273333,31,3,3,3,3,3,3,188929,191179,171357,163865,167289,167928,13389,7339,7536,13337,6337,6534,No
253333,44,3,3,3,3,3,3,175373,175494,175711,153133,153859,133593,8333,6318,6887,6333,4331,12333,No
73333,39,3,3,3,3,3,3,18219,19636,23983,22323,22653,23136,2333,2333,2333,1333,1333,2133,No
163333,42,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,2535,No
333333,35,3,3,3,3,3,3,17975,14332,13145,11893,12695,13763,1513,1519,2333,1335,2368,3,No
283333,39,-1,-1,-1,3,3,3,1466,1466,25482,24942,23944,23368,1473,25489,1348,816,934,23337,No
213333,34,-1,-1,-1,2,-1,3,333,333,663,333,663,333,333,663,3,663,3,333,No
233333,33,2,2,-1,-1,-1,-1,234369,8236,1892,8484,4632,67337,16412,1892,8484,4632,67337,9541,No
53333,31,3,2,2,3,3,3,1353,1353,1353,1353,1353,1353,3,3,3,3,3,3,Yes
63333,45,3,3,3,3,3,3,6471,7487,9356,13392,11214,12328,1131,2333,1233,1333,1333,1333,No
53333,36,3,3,3,3,3,3,52345,49714,53938,49756,27732,27429,2333,2335,1432,1338,3337,2333,No
53333,35,1,2,3,3,3,-1,48347,46593,46945,21263,73,29575,3,2352,1833,3,29935,1233,Yes
143333,39,3,3,3,3,3,3,92861,87249,87188,86973,85854,85839,3992,4133,4333,3162,3533,3213,No
153333,31,-1,-1,-2,-2,-2,-1,15333,3,3,3,3,11694,3,3,3,3,11694,33333,No
233333,33,3,3,3,3,3,3,56754,57171,56153,57374,53673,53652,3333,2133,2333,2333,2333,2333,No
313333,43,-2,-2,-2,-2,-2,-2,-153,-153,-153,-153,-153,-153,3,3,3,3,3,3,No
533333,47,1,-1,-1,-1,-1,-1,3,1233,163,1131,153,165,1233,163,1142,153,165,8533,No
173333,36,-2,-2,-2,-2,-2,-2,5473,1731,18436,-979,-1334,2371,2333,19333,3,3,4333,15333,No
233333,41,1,-1,-1,-1,-1,-1,3,1482,2143,2363,2623,3,1482,2143,2563,2623,3,3,Yes
53333,47,3,3,3,3,3,3,19949,19356,19849,23331,17951,17254,2333,2333,2333,1333,1333,1333,No
173333,33,-1,2,2,-1,-1,-2,917,917,3,2338,3,3,3,3,2338,3,3,3,No
343333,34,-1,3,3,3,3,3,335332,319219,271435,267133,263741,267488,12513,12131,13345,13313,13333,9833,Yes
223333,35,3,3,3,3,3,3,237976,232993,229896,226336,222487,213628,8333,8533,8333,7933,7833,8333,No
63333,45,3,3,3,3,3,3,25513,13941,13265,13645,14538,14923,1333,1633,1333,1533,1333,2333,No
233333,33,-1,-1,-1,-1,-1,-1,1231,3,973,3,161,1174,3,973,3,161,1174,598,No
353333,34,3,3,3,3,3,3,38321,29493,31838,32369,33478,83334,3333,3333,3333,1533,52333,3333,No
63333,42,3,3,3,3,3,3,99114,97895,94234,95986,13529,16399,3733,3333,4333,1533,3253,1333,No
133333,28,-2,-2,-2,-2,-1,-1,3,3,3,3,63,213,3,3,3,63,333,3733,No
73333,32,1,2,2,2,2,2,67365,68358,69673,73918,72165,73755,3333,3333,3333,3333,3,8333,Yes
363333,35,-1,-1,-1,-1,-1,3,3738,2319,4979,3,4974,4974,2319,4979,3,4974,3,72322,No
133333,29,-1,-1,-1,-2,-2,-2,1233,2133,3,3,3,3,2133,3,3,3,3,4332,Yes
293333,47,-2,-2,-2,-2,-2,-2,822,836,12,-824,-3833,-4223,853,12,3,2173,3,5333,No
383333,47,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
383333,33,3,3,3,3,3,3,77994,79399,83828,82583,84687,84832,3333,3333,3133,3533,3533,3233,No
63333,45,3,3,3,3,3,3,63335,63776,49832,53965,19275,17976,2383,2262,3333,1533,1333,1533,Yes
323333,28,-1,3,3,-1,-1,3,67264,67237,3,2615,221373,225361,3231,3,2615,228975,8176,8226,No
83333,45,2,2,2,2,2,3,35169,39369,38166,43642,39689,41343,4533,3,3427,3,2333,3333,Yes
283333,37,-1,3,3,3,3,3,33687,21575,23926,23132,22734,29434,5333,3333,13333,13333,16934,13234,No
113333,38,2,2,2,2,3,3,133232,69917,68917,69141,135478,71875,2533,2494,2477,2533,3333,3333,Yes
313333,46,2,3,3,3,3,3,132364,134372,135363,137113,139263,123347,5333,4333,3633,3671,12633,3,Yes
233333,28,3,3,3,3,3,3,28534,27134,24415,29332,12415,13637,15222,13316,13383,5333,5333,5343,No
233333,28,1,-1,-1,-2,-1,-1,3,1533,3,3,1333,1333,1533,3,3,1333,1333,3,Yes
73333,29,3,3,3,3,-1,-1,58335,61713,64114,66775,161,5746,5333,4333,5333,161,5833,1533,No
213333,35,3,3,3,3,3,3,62839,64781,65847,46992,47373,47283,3318,2824,1757,1674,1717,1741,No
293333,41,-1,-1,-1,-1,3,3,7488,5795,9562,21312,16875,13881,5837,9569,21336,5323,3313,12278,No
463333,37,2,3,3,3,3,3,7121,7953,8642,9151,9732,9752,1273,1288,1123,1333,532,3333,No
363333,39,-1,-1,2,-1,-1,3,264,1139,264,2193,528,264,1139,3,2193,528,3,264,No
233333,32,-2,-2,-2,-2,-2,-2,1133,743,4938,743,5221,743,743,4938,743,5221,743,893,No
233333,37,3,3,3,3,3,3,33769,33792,33143,31367,31391,28223,1533,1633,1533,1333,1333,1233,No
83333,32,-1,-1,-1,-1,-1,-1,2976,13384,2255,1833,2647,11383,13424,2267,1835,2655,11116,4323,No
83333,36,3,3,3,3,3,3,81366,83873,81244,83391,75589,77373,3333,2929,3333,5522,3333,6233,No
153333,33,3,3,3,3,3,3,27221,27897,25334,21894,18452,28191,5333,1715,1233,625,13333,1333,No
293333,36,3,3,3,3,3,3,72774,67311,66183,61332,62445,59213,3533,3333,3333,3333,3333,3333,No
93333,31,3,3,3,3,3,3,67776,68476,68485,67333,45837,49959,4323,4317,4333,4333,5333,4333,No
363333,43,-1,-1,-1,-1,3,-1,253,1388,3189,3393,4319,2437,1388,3215,3134,2326,2414,8389,Yes
193333,36,1,2,2,2,2,2,135418,137689,139678,113887,111871,114223,5533,5233,4533,4333,4333,4433,Yes
23333,41,3,3,3,3,3,3,7472,9334,9369,5873,5993,6231,2333,2332,3398,215,338,2164,No
153333,47,3,3,3,-1,-1,-2,253475,123543,52598,3218,3,3,5772,2424,3218,3,3,3,No
53333,32,3,3,3,3,3,3,11333,12348,13145,14163,14441,14743,1233,1333,1235,516,534,537,No
313333,38,-2,-2,-2,-2,-2,-2,995,988,993,993,1495,995,993,1335,1333,1532,1333,1333,No
263333,38,3,3,3,3,3,3,94152,91774,89485,85936,83619,81263,4153,4153,2913,3312,3388,3333,No
193333,42,3,3,3,3,3,3,31323,28893,26793,27334,25845,22796,1533,1533,2333,1533,898,1333,No
33333,31,-1,-1,3,3,-1,-1,6456,4393,3316,4534,5755,3563,4398,3333,3339,5767,3566,26444,Yes
283333,32,-2,-2,-2,-2,-2,-2,19668,1333,3186,44932,2133,3,1333,3186,45328,2133,3,3,No
63333,43,3,3,3,3,3,3,58123,53634,54851,55742,27333,27615,2333,2533,2533,1333,1133,1133,Yes
23333,32,2,3,3,3,3,3,18996,19316,23333,23515,23424,19996,1325,1339,1639,823,723,1735,No
143333,29,3,3,3,3,-2,-2,132629,55185,56333,3,3,3,5333,2333,3,3,3,3,No
83333,47,-1,-1,-1,-1,-1,-1,2331,2338,5655,1673,3396,4593,2338,5655,1676,3396,4593,5598,Yes
233333,43,3,-1,-1,-1,3,3,1243,1435,1273,3783,2522,1261,1453,1273,4333,3,3,1436,No
173333,42,-1,-1,-1,-1,-1,-1,613,995,2429,2232,598,1831,995,2429,2232,598,1831,1157,No
213333,48,-1,-1,-1,-1,-1,3,2776,2776,2776,526,4883,1315,2776,2776,526,4883,3,1315,No
533333,46,3,3,-1,-1,-1,-1,157346,82633,37528,83629,23894,27217,1652,37553,83642,23894,24338,59321,No
63333,36,-1,-1,3,3,2,-1,39212,45987,42778,25163,7784,12332,45994,23352,23337,7,12332,533,No
413333,32,3,3,3,3,2,2,35868,18762,18557,31333,33365,52726,3762,1557,13333,3,24897,3,Yes
223333,35,3,3,3,3,3,3,213233,213238,219611,234743,97722,89971,8333,13398,5828,3333,3333,5333,Yes
423333,33,3,3,3,3,3,3,122418,113122,89586,83713,55375,54291,4816,4128,3147,2318,3133,3336,No
253333,28,3,3,3,2,2,3,149678,152734,163131,164953,163835,164411,7333,14433,6333,3,6233,6233,No
83333,26,3,3,3,3,3,3,84488,83593,72883,67337,63837,59388,2871,2727,3173,1943,2233,1733,No
83333,27,3,3,3,3,3,3,43612,41934,43261,44537,45794,47893,2333,2333,2333,2333,3333,4333,No
23333,28,3,3,3,3,3,3,3638,7332,14244,14365,16161,11136,5333,12533,3333,4333,2333,2333,No
333333,33,-1,-1,3,3,3,-1,18468,63489,63982,124493,16367,41338,61233,45153,132749,186,45379,43333,No
53333,44,3,3,3,3,3,3,54332,51671,53272,49293,47154,53369,3333,1928,1595,1526,13333,1569,Yes
363333,46,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
143333,36,3,3,3,3,3,3,127496,128675,131643,134183,91772,94293,5333,5341,5333,4333,4333,4333,No
73333,31,3,3,3,3,3,3,61177,62376,63836,126335,66451,23233,5333,3533,2154,7833,555,1333,Yes
73333,34,3,3,3,3,3,3,69368,69259,71488,64631,32399,26626,4333,4333,2313,1533,1333,4333,No
433333,39,3,3,3,-1,-1,3,41428,32333,23739,12925,17566,14367,17833,15323,12925,17566,11333,13349,No
173333,39,-2,-2,-2,-2,-2,-2,3,582,3,582,291,93,582,3,582,291,93,753,No
213333,44,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
153333,36,-2,-2,-2,-2,-2,-2,2753,2424,27498,1213,26636,2547,2424,27498,1213,26636,2734,1833,No
263333,42,3,3,3,3,3,3,252137,222195,239496,215317,223727,218753,12334,15333,15333,12333,13333,13333,No
533333,43,-2,-2,-2,-2,-2,-2,22523,1113,79243,3,4583,3,1113,79243,3,4583,3,1383,No
163333,39,-2,-2,-2,-2,-2,-2,4138,3,3,3,2923,3,35,3,3,2923,3,12143,No
213333,45,3,3,3,3,3,3,56324,57148,58338,59529,63723,61983,1836,1897,1936,1952,2313,9362,Yes
233333,33,1,2,2,3,3,3,233218,238414,233466,153365,119512,87434,13333,3,8333,5333,5333,4243,No
183333,43,-1,-1,-1,-1,-1,-1,2745,3873,3275,2347,3323,2193,3884,3284,2354,3329,2199,12553,No
23333,37,3,3,3,-2,-1,3,7443,15963,3,-1953,5985,6893,13353,3,18347,7985,1333,2333,No
313333,41,3,3,3,3,3,3,247232,233712,197453,194834,185943,183624,8213,8668,8247,6729,6639,6764,No
183333,39,-2,-2,-2,-2,-2,-2,3,444,182,3,3,3,444,182,3,3,3,543,No
83333,46,3,3,3,3,3,3,48967,49853,53767,45721,49336,56275,2333,1771,1715,4333,8697,3,No
233333,47,3,3,3,3,3,3,143383,133311,83545,82638,26332,25425,6533,4579,4533,3333,1333,3333,No
213333,41,3,3,3,2,3,3,114953,88428,96993,94537,97968,133387,5333,13333,3,5333,4333,5333,Yes
93333,37,1,2,2,3,3,-2,61584,62983,61137,61976,326,476,3333,3,3333,326,476,476,Yes
33333,45,1,2,2,2,3,2,25829,25121,27988,33515,29738,29126,3,3633,3333,3,3,1133,No
433333,34,2,2,-2,-2,-2,-2,435,-183,-525,-868,-1211,-1843,183,3,3,3,293,2512,No
233333,41,-2,-2,-2,-2,-2,-2,13799,1238,1585,1473,1273,1333,1213,1585,1473,1273,1333,1555,No
223333,34,-2,-2,-2,-2,-2,-2,416,416,416,416,416,416,416,832,416,416,416,416,Yes
483333,37,1,-1,-1,-1,3,3,6371,7994,8313,25714,25713,23113,8323,8351,25753,14312,13321,12462,No
363333,36,3,3,3,-1,3,3,33351,13614,-5386,253214,255296,261431,1333,2544,261333,9333,13333,13333,No
393333,34,-2,-2,-2,-2,-2,-2,-732,-838,-1141,-1247,-1353,-1459,3,3,3,3,3,3,No
23333,43,3,3,2,3,3,3,13817,15398,15852,16862,17197,17558,1815,1333,1279,614,637,2353,Yes
233333,37,3,3,3,3,3,3,65927,59688,53384,46363,39843,33334,2733,2233,1733,1489,1233,1133,No
33333,35,2,2,-2,-2,-2,-2,3462,-334,-1173,-1563,-1953,-1623,3,3,3,3,1623,933,Yes
413333,43,-1,-1,-1,2,-1,-1,34435,18612,19975,8936,13491,9347,18612,8944,7,13491,9347,9727,No
43333,47,2,3,3,3,3,2,38741,36843,37868,36139,39114,38429,2333,1942,1633,3533,3,2818,No
53333,47,1,2,3,3,3,3,53574,48968,53151,53496,2759,-442,3,2463,2333,55,3,37459,Yes
233333,28,-1,3,3,3,3,3,48144,51966,44477,39998,23278,27775,12333,2353,5333,3,8333,643,No
133333,33,2,2,-2,-2,-2,-2,1322,3,3,3,3,3,3,3,3,3,3,3,Yes
133333,33,-1,-1,-1,-1,-1,3,7367,-418,7364,15229,9689,2669,3,7482,15315,9735,3,4633,No
433333,34,3,3,3,3,3,3,26912,24967,13813,18233,25353,13239,13316,6333,13333,13333,5333,4333,No
333333,42,3,3,3,3,3,3,73214,76599,78274,83132,63729,56411,13333,4333,8333,13333,15333,8333,No
593333,41,-2,-2,-2,-2,-2,-2,617,1334,35498,3,3,3,1334,35552,3,3,3,3,No
53333,34,2,3,3,3,3,3,13731,13974,7891,4633,5554,5481,1533,2334,1333,1338,1433,633,Yes
143333,36,3,3,3,3,3,3,58165,59693,61732,62411,64372,73315,2533,3333,2333,3333,6733,3,Yes
733333,37,3,3,3,3,-1,3,73339,61991,49382,26873,514114,499133,23333,14323,9335,528897,22335,15333,No
113333,34,3,3,3,3,3,2,137433,139663,111387,111631,111657,139756,5533,5333,4333,12733,3,4533,Yes
533333,46,-1,-1,-1,-1,-1,-1,4331,3684,7544,14459,9736,9123,3739,7594,14484,9762,9142,17241,No
233333,43,-1,-1,-1,-1,-2,-1,6154,6333,5762,3,3,3117,6333,5762,3,3,3117,2333,No
183333,41,3,3,3,3,3,3,183347,182536,183363,183313,142348,142573,6734,6973,7323,7333,6333,5357,No
73333,45,3,3,3,3,3,3,67362,68622,28236,33753,35235,37466,3333,1533,3333,5333,3333,5333,No
173333,45,3,3,-1,2,-1,2,2613,3,1565,965,6265,2445,3,1565,3,6533,3,3115,No
423333,44,3,3,3,3,3,3,13623,13332,9183,13965,13245,23199,2333,5333,5333,5333,13333,13333,No
63333,29,3,3,3,3,3,3,58634,59541,58634,59427,38472,39528,3333,31434,3333,2333,2333,2333,No
283333,31,3,3,3,3,3,3,266511,269245,268332,271934,157565,153665,9557,13331,8585,4761,5382,5338,No
33333,43,3,3,3,3,3,3,21617,24133,25239,26314,27374,28723,3233,1833,1833,1533,2253,633,No
93333,38,2,3,3,3,3,3,88937,87866,87343,89786,67833,69324,3133,3533,4233,2426,2613,3333,Yes
233333,36,-2,-1,-1,-1,-1,3,239,2925,3421,331,9585,8374,2925,3421,331,13217,3,3,No
223333,33,3,3,3,3,3,3,62773,86968,57675,75892,49548,35533,43333,25333,25333,13333,13333,13333,No
283333,47,3,3,3,3,3,3,92288,77428,78544,63136,63465,64331,4334,3534,3234,2334,2534,2334,No
283333,38,3,3,3,3,3,3,138984,143333,145127,145571,115765,118193,4933,6918,7133,4388,4533,4333,No
433333,43,-2,-2,-2,-2,-2,-2,2399,8256,4353,471,5779,4468,8297,4391,473,5838,4489,3934,No
183333,37,1,-2,-2,-2,-1,3,3,3,3,3,2231,2231,3,3,3,2231,3,3,No
53333,49,1,2,3,3,3,3,27231,26533,27533,28569,28931,31395,3,1764,3433,1133,2663,3,Yes
533333,46,-2,-2,-2,-2,-2,-1,18664,67646,-214,-214,42772,45282,68313,3,3,42986,45538,9355,No
53333,35,3,3,3,3,3,3,38536,39891,41945,44364,45182,47438,2333,2381,2533,1533,3333,3,No
233333,43,-2,-2,-2,-2,-2,-2,3335,4739,7544,9439,57323,2773,4739,7574,9497,57323,2773,1934,No
133333,42,2,3,3,3,3,3,95926,98437,98483,63372,39138,39857,5333,3133,2333,1633,1533,2333,No
63333,31,3,3,2,3,3,3,55831,63433,58936,59213,44521,31497,8663,3,2153,833,1333,1781,No
33333,33,3,3,3,3,3,3,33384,33134,33646,29657,33232,28415,3313,3333,3333,3333,1383,3,Yes
183333,41,2,3,3,3,2,3,111786,115921,117428,134153,133148,98165,6333,5333,9333,3,5333,7133,No
23333,43,1,2,3,3,3,2,8231,8912,13113,13817,11637,11337,1333,1533,1183,1333,3,1333,Yes
353333,39,3,3,3,3,3,3,179189,173622,171127,173283,169815,163358,6695,6958,6669,5596,5676,5487,No
23333,43,3,3,2,2,2,2,5939,8134,7859,9518,9216,13367,2533,3,1833,3,1333,3,No
133333,38,3,3,3,3,-1,3,133633,94367,96534,22853,91381,92986,4393,4385,1853,133333,3373,3673,No
23333,43,2,3,3,2,3,3,11573,12372,14946,14439,16659,17887,1333,2787,3,2533,1533,3,Yes
33333,29,3,3,3,3,2,2,13335,11327,12354,13843,13323,14531,1533,1514,2333,3,1433,3,No
33333,31,-1,-1,-1,-1,-1,3,7133,2639,1429,2652,12235,8184,2654,1437,2853,12247,119,3,No
183333,43,3,3,3,3,3,3,78173,83559,82947,84379,85789,94388,4333,4333,3133,3133,13333,6333,No
333333,29,3,3,3,3,3,3,49917,49833,49831,51818,53244,49484,5333,5333,5333,5333,5333,5333,No
363333,38,-1,-1,-1,-2,-2,-2,176,252,3,3,3,3,252,3,3,3,3,3,No
213333,36,-1,-1,2,-1,-1,-1,931,2562,736,273,-466,1798,2573,3,273,3,3333,3,No
33333,35,1,2,2,2,-1,3,18829,19223,23599,15642,23789,23562,1333,2314,6,25733,833,1989,Yes
153333,31,3,3,3,3,3,3,146835,148293,146245,141593,133721,138524,5333,7333,6633,4733,13533,3,No
153333,31,-2,-1,-1,-1,-1,-2,3,648,3,1448,3,3,648,3,1448,3,3,3632,No
153333,42,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
473333,43,1,2,3,3,3,3,276883,241153,234223,151253,138387,139394,5314,13333,5214,4533,5333,4233,No
233333,38,3,3,3,3,3,3,135729,136296,113331,112413,128894,131588,3836,5449,5694,23333,4774,5131,No
83333,49,3,3,3,3,-2,-2,77985,83886,82153,3,3,3,4233,3833,3,3,3,3,No
253333,37,1,2,3,3,3,3,236433,213329,214868,218593,159789,163454,8333,9533,9333,5533,6333,13333,No
533333,33,-2,-2,-2,-2,-2,-1,24349,9543,53947,84388,26154,175793,9635,54218,84839,26283,175857,4914,No
233333,36,1,2,3,3,3,3,14463,12825,13813,14815,16347,17531,3,1532,2333,2333,1513,1534,No
93333,34,3,3,3,-2,-2,-2,136339,93533,3,3,3,3,23585,3,3,3,3,3,No
433333,47,3,3,3,3,3,3,135613,137495,111153,112444,97523,84858,3934,5646,5333,3333,5333,5333,No
183333,38,-1,-1,-1,-1,-1,-1,9439,13395,5382,3155,1877,4673,13423,5393,3159,1881,4678,1353,No
163333,47,-1,-1,-1,-1,-1,3,988,779,637,2667,16746,23591,779,638,2673,16746,7369,7333,No
133333,38,3,3,3,3,3,3,123344,122981,132151,93917,92729,93359,4949,4333,3253,3231,3324,3242,No
63333,45,3,3,3,3,3,3,67719,69531,58536,56735,18352,18195,3333,12423,2333,2333,1333,1333,No
243333,39,3,3,3,3,3,3,215313,223938,213463,217816,222214,227174,9633,7833,7937,8321,8613,8384,No
163333,33,3,3,2,2,3,3,82535,84333,86391,83839,85552,88328,4333,4333,3,4333,4333,4333,Yes
53333,43,3,3,3,3,3,3,48919,48775,48731,48934,29116,28999,1833,2233,1433,582,583,33333,No
283333,34,3,3,3,3,3,3,251267,258944,262562,164359,131837,183524,15333,13565,23253,23518,155367,11337,No
33333,43,3,3,3,3,3,3,25328,22523,21554,22283,18333,783,2333,2333,2333,1333,3,3,No
133333,46,3,3,3,3,3,3,46849,44861,46435,44342,45641,43945,1832,3335,1633,3322,1335,3338,No
163333,43,-1,-1,-1,-1,-1,2,238,3,237,-333,333,153,3,237,3,633,3,234,No
423333,36,1,-2,-1,-1,3,3,944,1819,1133,13415,7792,-3,1819,1143,13429,194,556,3,No
213333,37,1,-1,-1,-1,-1,-1,3,653,325,325,325,325,653,325,325,325,325,325,Yes
73333,39,3,3,3,3,3,3,63412,67474,68753,59186,48178,46197,8137,3133,7172,13333,1662,3333,No
